order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,country,payment_method,order_status,order_timestamp
ORD-103845,CUST-10585,PROD-1014,Running Shoes,Apparel,2,25.02,50.04,Germany,Credit Card,Processing,2026-06-09 09:00:53
ORD-104341,CUST-10905,PROD-1084,Bluetooth Speaker,Electronics,1,592.06,592.06,Brazil,Debit Card,Processing,2026-06-09 09:00:57
ORD-107589,CUST-10804,PROD-1063,Wireless Headphones,Electronics,1,498.37,498.37,Germany,Digital Wallet,Completed,2026-06-09 09:03:38
ORD-108503,CUST-10521,PROD-1076,Cloud Computing Basics,Books,3,70.56,211.68,Australia,Credit Card,Completed,2026-06-09 09:28:37
ORD-108653,CUST-11355,PROD-1009,Hoodie,Apparel,3,140.6,421.8,Brazil,Credit Card,Completed,2026-06-09 09:50:58
ORD-102474,CUST-12067,PROD-1086,Running Shoes,Apparel,1,173.43,173.43,United States,PayPal,Completed,2026-06-09 10:57:53
ORD-109727,CUST-12096,PROD-1147,Smart Watch,Electronics,1,289.2,289.2,United States,Credit Card,Processing,2026-06-09 11:44:26
ORD-101619,CUST-12231,PROD-1071,Training Gloves,Sports,1,209.24,209.24,Germany,Credit Card,Shipped,2026-06-09 11:52:17
ORD-105993,CUST-10905,PROD-1088,Vacuum Cleaner,Home,3,290.99,872.97,Brazil,Bank Transfer,Completed,2026-06-09 14:13:33
ORD-104445,CUST-10046,PROD-1118,Kafka in Action,Books,2,56.17,112.34,Canada,Credit Card,Processing,2026-06-09 14:28:16
ORD-107706,CUST-12043,PROD-1042,Jeans,Apparel,2,95.41,190.82,United States,Digital Wallet,Cancelled,2026-06-09 15:11:15
ORD-100926,CUST-11558,PROD-1144,USB-C Hub,Electronics,2,625.18,1250.36,Brazil,Credit Card,Completed,2026-06-09 15:39:42
ORD-105630,CUST-11569,PROD-1035,Sports Bottle,Sports,2,298.16,596.32,United States,PayPal,Completed,2026-06-09 15:54:33
ORD-100085,CUST-11173,PROD-1117,Desk Lamp,Home,2,442.95,885.9,United States,Debit Card,Completed,2026-06-09 16:24:44
ORD-104722,CUST-12219,PROD-1082,Wireless Headphones,Electronics,1,627.71,627.71,Mexico,Bank Transfer,Completed,2026-06-09 17:19:06
ORD-104918,CUST-11071,PROD-1067,Dumbbell Set,Sports,1,81.83,81.83,United States,Credit Card,Cancelled,2026-06-09 18:23:37
ORD-106891,CUST-10038,PROD-1089,Python Handbook,Books,1,68.57,68.57,Mexico,PayPal,Processing,2026-06-09 19:20:55
ORD-103630,CUST-10082,PROD-1071,Yoga Mat,Sports,3,125.32,375.96,Mexico,Credit Card,Processing,2026-06-09 19:50:21
ORD-104501,CUST-12020,PROD-1047,T-Shirt,Apparel,1,33.53,33.53,Canada,Digital Wallet,Shipped,2026-06-09 20:19:12
ORD-103332,CUST-10348,PROD-1043,Bluetooth Speaker,Electronics,1,672,672,Germany,Bank Transfer,Completed,2026-06-09 20:44:51
ORD-102236,CUST-12389,PROD-1092,SQL Mastery,Books,1,58.95,58.95,Australia,PayPal,Processing,2026-06-09 21:37:08
ORD-103912,CUST-12184,PROD-1014,USB-C Hub,Electronics,1,336.05,336.05,Mexico,Digital Wallet,Completed,2026-06-09 21:47:03
ORD-100387,CUST-10059,PROD-1087,USB-C Hub,Electronics,3,357.45,1072.35,Canada,Digital Wallet,Shipped,2026-06-09 22:22:21
ORD-104125,CUST-10858,PROD-1095,Running Shoes,Apparel,3,95.17,285.51,United States,Debit Card,Completed,2026-06-09 23:19:14
ORD-109761,CUST-11129,PROD-1123,Bluetooth Speaker,Electronics,3,341.3,1023.9,Spain,Credit Card,Shipped,2026-06-10 00:37:42
ORD-107796,CUST-10387,PROD-1143,Python Handbook,Books,5,34.33,171.65,Canada,Credit Card,Completed,2026-06-10 00:37:50
ORD-108246,CUST-11942,PROD-1076,Smart Watch,Electronics,5,557.04,2785.2,Australia,Debit Card,Processing,2026-06-10 02:40:45
ORD-100108,CUST-11998,PROD-1094,Smart Watch,Electronics,2,825.54,1651.08,United States,Debit Card,Completed,2026-06-10 04:22:18
ORD-109747,CUST-11665,PROD-1070,Vacuum Cleaner,Home,1,52.06,52.06,Mexico,PayPal,Completed,2026-06-10 04:31:57
ORD-105367,CUST-11856,PROD-1082,Desk Lamp,Home,2,371.78,743.56,Spain,PayPal,Completed,2026-06-10 04:39:10
ORD-108379,CUST-11436,PROD-1082,Coffee Maker,Home,1,225.16,225.16,United States,PayPal,Completed,2026-06-10 04:44:20
ORD-104498,CUST-11084,PROD-1123,Smart Watch,Electronics,2,482.8,965.6,United States,Bank Transfer,Completed,2026-06-10 05:12:14
ORD-109765,CUST-11240,PROD-1028,USB-C Hub,Electronics,1,53.56,53.56,Australia,Credit Card,Completed,2026-06-10 06:01:28
ORD-106454,CUST-10135,PROD-1005,Python Handbook,Books,3,27.49,82.47,Spain,Credit Card,Processing,2026-06-10 06:44:40
ORD-109150,CUST-10686,PROD-1034,T-Shirt,Apparel,1,103.71,103.71,Canada,Bank Transfer,Processing,2026-06-10 06:58:51
ORD-104481,CUST-11205,PROD-1053,Coffee Maker,Home,4,400.82,1603.28,United Kingdom,Digital Wallet,Shipped,2026-06-10 07:22:12
ORD-105233,CUST-12349,PROD-1083,Coffee Maker,Home,1,88.67,88.67,United States,Credit Card,Completed,2026-06-10 07:43:54
ORD-105963,CUST-11309,PROD-1081,Resistance Bands,Sports,4,120.07,480.28,United States,Credit Card,Completed,2026-06-10 07:51:35
ORD-104060,CUST-10066,PROD-1090,Air Fryer,Home,3,148.13,444.39,United Kingdom,Bank Transfer,Completed,2026-06-10 09:37:03
ORD-109340,CUST-10750,PROD-1020,Running Shoes,Apparel,3,125.97,377.91,United States,Bank Transfer,Completed,2026-06-10 09:58:19
ORD-103297,CUST-11853,PROD-1077,USB-C Hub,Electronics,1,594.02,594.02,Germany,Debit Card,Completed,2026-06-10 11:26:48
ORD-108378,CUST-12383,PROD-1007,Jeans,Apparel,1,138.92,138.92,United Kingdom,Bank Transfer,Shipped,2026-06-10 11:43:20
ORD-108237,CUST-11470,PROD-1106,Yoga Mat,Sports,1,205.98,205.98,Canada,Credit Card,Completed,2026-06-10 12:12:30
ORD-101759,CUST-11801,PROD-1008,Hoodie,Apparel,2,218.1,436.2,Germany,PayPal,Processing,2026-06-10 12:38:16
ORD-104293,CUST-11041,PROD-1127,Cloud Computing Basics,Books,4,69.98,279.92,Mexico,Credit Card,Completed,2026-06-10 12:52:35
ORD-101593,CUST-10267,PROD-1091,USB-C Hub,Electronics,1,210.53,210.53,Spain,Credit Card,Processing,2026-06-10 12:55:50
ORD-108353,CUST-10686,PROD-1123,Hoodie,Apparel,2,194.78,389.56,Brazil,Debit Card,Completed,2026-06-10 14:02:41
ORD-109268,CUST-12092,PROD-1011,USB-C Hub,Electronics,2,496.2,992.4,Australia,Bank Transfer,Completed,2026-06-10 14:12:50
ORD-103955,CUST-10074,PROD-1002,Sports Bottle,Sports,1,162.28,162.28,United States,Credit Card,Shipped,2026-06-10 14:26:36
ORD-103451,CUST-12302,PROD-1100,Running Shoes,Apparel,1,51.1,51.1,Brazil,Digital Wallet,Completed,2026-06-10 15:31:32
ORD-108327,CUST-10013,PROD-1132,Cloud Computing Basics,Books,2,51.82,103.64,Mexico,Bank Transfer,Completed,2026-06-10 15:54:21
ORD-109749,CUST-12023,PROD-1007,Python Handbook,Books,2,16.5,33,United States,Debit Card,Completed,2026-06-10 16:23:26
ORD-100785,CUST-10677,PROD-1047,Cloud Computing Basics,Books,1,26.49,26.49,Mexico,PayPal,Completed,2026-06-10 18:27:52
ORD-102280,CUST-11389,PROD-1133,Wireless Headphones,Electronics,1,297.86,297.86,Australia,Credit Card,Completed,2026-06-10 19:54:49
ORD-100284,CUST-11840,PROD-1049,Hoodie,Apparel,2,49.63,99.26,Mexico,PayPal,Shipped,2026-06-10 20:15:54
ORD-109815,CUST-11310,PROD-1061,Running Shoes,Apparel,2,89.31,178.62,Mexico,Credit Card,Shipped,2026-06-10 20:29:11
ORD-106562,CUST-10486,PROD-1061,Wireless Headphones,Electronics,2,549.56,1099.12,Mexico,Debit Card,Completed,2026-06-10 22:05:42
ORD-107963,CUST-11950,PROD-1117,Air Fryer,Home,1,185.95,185.95,Australia,Credit Card,Completed,2026-06-10 22:14:04
ORD-100312,CUST-10005,PROD-1068,Wireless Headphones,Electronics,1,430.95,430.95,Mexico,PayPal,Completed,2026-06-10 22:35:22
ORD-105270,CUST-10647,PROD-1015,Mechanical Keyboard,Electronics,2,520,1040,Mexico,Credit Card,Completed,2026-06-10 22:48:35
ORD-109402,CUST-11652,PROD-1014,Jeans,Apparel,2,143.33,286.66,Mexico,Credit Card,Completed,2026-06-10 23:23:47
ORD-106230,CUST-10276,PROD-1150,Hoodie,Apparel,2,115.39,230.78,Mexico,Credit Card,Shipped,2026-06-10 23:45:10
ORD-109276,CUST-11889,PROD-1023,Coffee Maker,Home,1,25.16,25.16,Mexico,Debit Card,Completed,2026-06-11 00:19:42
ORD-109239,CUST-11461,PROD-1042,Hoodie,Apparel,2,115.12,230.24,Australia,Debit Card,Processing,2026-06-11 00:26:29
ORD-105185,CUST-12060,PROD-1117,SQL Mastery,Books,1,26.79,26.79,Brazil,Debit Card,Processing,2026-06-11 01:08:47
ORD-101055,CUST-10550,PROD-1137,Desk Lamp,Home,3,138.57,415.71,Australia,Bank Transfer,Completed,2026-06-11 01:42:35
ORD-109324,CUST-10973,PROD-1129,USB-C Hub,Electronics,2,829.25,1658.5,United States,Credit Card,Processing,2026-06-11 02:07:28
ORD-100940,CUST-11366,PROD-1120,Smart Watch,Electronics,1,810.42,810.42,Australia,Credit Card,Completed,2026-06-11 03:11:22
ORD-107848,CUST-11181,PROD-1031,Mechanical Keyboard,Electronics,1,892.79,892.79,Brazil,Debit Card,Shipped,2026-06-11 03:41:30
ORD-109748,CUST-12225,PROD-1127,Mechanical Keyboard,Electronics,1,187.68,187.68,United States,PayPal,Completed,2026-06-11 04:24:29
ORD-108785,CUST-12394,PROD-1024,Air Fryer,Home,2,319.97,639.94,Canada,Digital Wallet,Processing,2026-06-11 04:50:40
ORD-107638,CUST-10309,PROD-1031,Bluetooth Speaker,Electronics,1,716.09,716.09,Brazil,Credit Card,Completed,2026-06-11 07:37:01
ORD-109120,CUST-11376,PROD-1029,SQL Mastery,Books,1,14.1,14.1,Mexico,PayPal,Completed,2026-06-11 08:03:52
ORD-101416,CUST-12254,PROD-1148,Smart Watch,Electronics,1,826.09,826.09,United Kingdom,Credit Card,Completed,2026-06-11 08:59:41
ORD-105370,CUST-12273,PROD-1003,Vacuum Cleaner,Home,3,427.59,1282.77,Spain,Debit Card,Completed,2026-06-11 09:13:50
ORD-105529,CUST-12122,PROD-1053,Desk Lamp,Home,2,28.57,57.14,United Kingdom,Credit Card,Completed,2026-06-11 10:32:26
ORD-102454,CUST-10588,PROD-1082,Hoodie,Apparel,1,151.1,151.1,United States,Credit Card,Completed,2026-06-11 11:00:27
ORD-105035,CUST-11403,PROD-1141,Air Fryer,Home,1,250.83,250.83,Mexico,Debit Card,Completed,2026-06-11 11:20:07
ORD-107234,CUST-11262,PROD-1041,Coffee Maker,Home,1,100.03,100.03,Mexico,Credit Card,Shipped,2026-06-11 11:38:11
ORD-105314,CUST-11192,PROD-1023,Hoodie,Apparel,3,71.18,213.54,Germany,Debit Card,Processing,2026-06-11 12:32:09
ORD-101178,CUST-11252,PROD-1142,Training Gloves,Sports,2,48.03,96.06,United States,Debit Card,Completed,2026-06-11 14:30:08
ORD-106141,CUST-11504,PROD-1118,Desk Lamp,Home,1,149.99,149.99,Mexico,Credit Card,Completed,2026-06-11 15:38:14
ORD-103678,CUST-10388,PROD-1133,Yoga Mat,Sports,3,117.08,351.24,Germany,Debit Card,Completed,2026-06-11 15:43:03
ORD-105999,CUST-12463,PROD-1070,Smart Watch,Electronics,4,767.34,3069.36,Canada,Credit Card,Processing,2026-06-11 15:58:41
ORD-102617,CUST-10092,PROD-1110,Mechanical Keyboard,Electronics,1,883.41,883.41,Canada,Credit Card,Completed,2026-06-11 16:50:47
ORD-105446,CUST-11120,PROD-1091,Kitchen Scale,Home,2,203.13,406.26,United States,Digital Wallet,Completed,2026-06-11 17:10:32
ORD-109837,CUST-11630,PROD-1137,Wireless Headphones,Electronics,1,680.22,680.22,United States,Debit Card,Completed,2026-06-11 17:11:39
ORD-105935,CUST-10936,PROD-1137,Dumbbell Set,Sports,3,64.78,194.34,Spain,PayPal,Completed,2026-06-11 17:55:31
ORD-100826,CUST-11751,PROD-1086,Coffee Maker,Home,3,355.43,1066.29,Germany,Bank Transfer,Shipped,2026-06-11 18:40:17
ORD-108094,CUST-11651,PROD-1135,Jeans,Apparel,2,175.3,350.6,Spain,Debit Card,Completed,2026-06-11 19:13:34
ORD-101124,CUST-11800,PROD-1124,T-Shirt,Apparel,1,171.25,171.25,Spain,Credit Card,Completed,2026-06-11 19:57:06
ORD-104973,CUST-10549,PROD-1039,Yoga Mat,Sports,2,52.37,104.74,United States,Credit Card,Cancelled,2026-06-11 20:34:03
ORD-105566,CUST-11840,PROD-1064,Hoodie,Apparel,2,39.4,78.8,Mexico,PayPal,Completed,2026-06-11 21:48:39
ORD-100880,CUST-11315,PROD-1139,Wireless Headphones,Electronics,2,157.01,314.02,United States,Credit Card,Shipped,2026-06-11 22:39:08
ORD-109488,CUST-10800,PROD-1135,USB-C Hub,Electronics,3,793.35,2380.05,Mexico,Debit Card,Completed,2026-06-11 23:06:09
ORD-104129,CUST-10746,PROD-1015,Bluetooth Speaker,Electronics,1,451.17,451.17,Mexico,Debit Card,Completed,2026-06-12 00:14:37
ORD-106898,CUST-11545,PROD-1123,Desk Lamp,Home,5,231.23,1156.15,Spain,Credit Card,Completed,2026-06-12 00:20:45
ORD-109226,CUST-10726,PROD-1011,Desk Lamp,Home,1,411.24,411.24,Germany,Digital Wallet,Completed,2026-06-12 00:40:13
ORD-105228,CUST-10270,PROD-1131,USB-C Hub,Electronics,1,594.71,594.71,Germany,PayPal,Shipped,2026-06-12 00:43:25
ORD-103101,CUST-11575,PROD-1004,Dumbbell Set,Sports,1,30.39,30.39,Spain,Credit Card,Cancelled,2026-06-12 01:49:15
ORD-107730,CUST-12038,PROD-1071,Jacket,Apparel,1,195.59,195.59,Brazil,Debit Card,Completed,2026-06-12 02:46:51
ORD-104881,CUST-10337,PROD-1084,Air Fryer,Home,2,273.58,547.16,Mexico,Debit Card,Completed,2026-06-12 02:55:03
ORD-103140,CUST-10242,PROD-1111,Kitchen Scale,Home,1,342.84,342.84,Mexico,Credit Card,Cancelled,2026-06-12 03:53:51
ORD-102427,CUST-11085,PROD-1051,SQL Mastery,Books,2,24.43,48.86,Canada,Bank Transfer,Cancelled,2026-06-12 04:36:49
ORD-108454,CUST-11513,PROD-1146,Python Handbook,Books,2,16.71,33.42,Mexico,Credit Card,Completed,2026-06-12 06:18:26
ORD-106972,CUST-11672,PROD-1107,Bluetooth Speaker,Electronics,1,275.24,275.24,Canada,Debit Card,Completed,2026-06-12 06:42:13
ORD-100723,CUST-11912,PROD-1060,Sports Bottle,Sports,3,84.96,254.88,United States,Digital Wallet,Completed,2026-06-12 06:42:49
ORD-107352,CUST-11358,PROD-1122,Vacuum Cleaner,Home,1,210.12,210.12,United States,Bank Transfer,Completed,2026-06-12 06:59:44
ORD-104644,CUST-11349,PROD-1049,Yoga Mat,Sports,1,250.03,250.03,United Kingdom,Debit Card,Processing,2026-06-12 09:07:27
ORD-106618,CUST-12348,PROD-1006,Jeans,Apparel,4,43.61,174.44,Brazil,PayPal,Cancelled,2026-06-12 09:53:05
ORD-105528,CUST-12337,PROD-1122,Desk Lamp,Home,1,205.43,205.43,Mexico,Credit Card,Completed,2026-06-12 10:11:05
ORD-105620,CUST-10048,PROD-1084,Bluetooth Speaker,Electronics,1,295.39,295.39,Germany,Credit Card,Completed,2026-06-12 13:12:51
ORD-100603,CUST-12244,PROD-1142,Bluetooth Speaker,Electronics,2,132.88,265.76,Brazil,Credit Card,Processing,2026-06-12 13:26:05
ORD-102096,CUST-10518,PROD-1122,T-Shirt,Apparel,2,19.74,39.48,Mexico,Debit Card,Shipped,2026-06-12 14:06:35
ORD-106997,CUST-10088,PROD-1115,Kafka in Action,Books,1,34.61,34.61,Canada,Credit Card,Completed,2026-06-12 14:12:46
ORD-105336,CUST-11760,PROD-1148,Desk Lamp,Home,5,432.18,2160.9,Brazil,Credit Card,Cancelled,2026-06-12 14:25:36
ORD-100806,CUST-11751,PROD-1102,Python Handbook,Books,1,61.4,61.4,Spain,Digital Wallet,Completed,2026-06-12 15:09:40
ORD-109007,CUST-11503,PROD-1150,Running Shoes,Apparel,1,67.83,67.83,Spain,Bank Transfer,Shipped,2026-06-12 15:12:22
ORD-103008,CUST-12207,PROD-1114,Running Shoes,Apparel,1,151.61,151.61,Canada,Credit Card,Completed,2026-06-12 15:21:59
ORD-100049,CUST-11508,PROD-1033,Wireless Headphones,Electronics,1,463.25,463.25,United Kingdom,PayPal,Completed,2026-06-12 15:52:43
ORD-106265,CUST-11666,PROD-1135,Jeans,Apparel,1,209.47,209.47,Australia,Credit Card,Completed,2026-06-12 16:22:59
ORD-102780,CUST-10294,PROD-1134,Bluetooth Speaker,Electronics,1,421.52,421.52,United States,Bank Transfer,Shipped,2026-06-12 16:59:04
ORD-103728,CUST-12388,PROD-1052,Bluetooth Speaker,Electronics,2,225.29,450.58,United States,PayPal,Completed,2026-06-12 16:59:20
ORD-106842,CUST-11157,PROD-1039,Mechanical Keyboard,Electronics,1,893.65,893.65,United Kingdom,Credit Card,Completed,2026-06-12 17:02:10
ORD-109112,CUST-10608,PROD-1017,T-Shirt,Apparel,1,56.27,56.27,Mexico,Bank Transfer,Completed,2026-06-12 18:21:58
ORD-105271,CUST-11244,PROD-1122,Mechanical Keyboard,Electronics,2,414.3,828.6,Australia,Digital Wallet,Completed,2026-06-12 18:48:11
ORD-106722,CUST-11432,PROD-1117,Dumbbell Set,Sports,2,297.63,595.26,Canada,Debit Card,Completed,2026-06-12 19:40:28
ORD-102735,CUST-11591,PROD-1144,Yoga Mat,Sports,2,149.96,299.92,United States,Credit Card,Cancelled,2026-06-12 19:49:14
ORD-104627,CUST-12019,PROD-1070,T-Shirt,Apparel,1,55.18,55.18,Brazil,Bank Transfer,Completed,2026-06-12 20:12:53
ORD-101953,CUST-11438,PROD-1005,Resistance Bands,Sports,5,33.13,165.65,Australia,Credit Card,Completed,2026-06-12 20:25:02
ORD-104989,CUST-12067,PROD-1076,Training Gloves,Sports,1,206.09,206.09,United Kingdom,Debit Card,Shipped,2026-06-12 20:46:36
ORD-103100,CUST-12031,PROD-1025,USB-C Hub,Electronics,2,761.52,1523.04,Germany,Digital Wallet,Completed,2026-06-12 20:58:59
ORD-108997,CUST-10304,PROD-1034,Python Handbook,Books,2,40.59,81.18,United States,Credit Card,Completed,2026-06-12 23:19:57
ORD-104169,CUST-10271,PROD-1086,Smart Watch,Electronics,1,847.37,847.37,Canada,PayPal,Completed,2026-06-12 23:38:11
ORD-104050,CUST-10545,PROD-1022,Kafka in Action,Books,1,16.11,16.11,Canada,Credit Card,Completed,2026-06-12 23:47:29
ORD-107669,CUST-11554,PROD-1096,Kitchen Scale,Home,2,404.91,809.82,Brazil,Credit Card,Processing,2026-06-12 23:53:31
ORD-106675,CUST-10916,PROD-1003,Yoga Mat,Sports,2,69.79,139.58,United States,PayPal,Processing,2026-06-12 23:55:42
ORD-102483,CUST-10221,PROD-1105,Bluetooth Speaker,Electronics,1,563.01,563.01,United Kingdom,Credit Card,Completed,2026-06-13 00:12:26
ORD-103177,CUST-10411,PROD-1070,Kafka in Action,Books,1,45.78,45.78,Brazil,Digital Wallet,Cancelled,2026-06-13 00:53:23
ORD-100343,CUST-11236,PROD-1054,Vacuum Cleaner,Home,2,114.74,229.48,United States,Credit Card,Completed,2026-06-13 01:17:06
ORD-106418,CUST-11805,PROD-1127,Sports Bottle,Sports,1,211.45,211.45,Mexico,Debit Card,Cancelled,2026-06-13 01:36:29
ORD-104704,CUST-10261,PROD-1020,Vacuum Cleaner,Home,2,132.58,265.16,Canada,PayPal,Completed,2026-06-13 02:19:29
ORD-100154,CUST-11393,PROD-1045,Data Engineering Guide,Books,1,60.17,60.17,Canada,Debit Card,Shipped,2026-06-13 02:29:22
ORD-102723,CUST-11250,PROD-1002,Air Fryer,Home,4,251.46,1005.84,United Kingdom,Bank Transfer,Completed,2026-06-13 02:40:58
ORD-106380,CUST-11033,PROD-1020,Running Shoes,Apparel,3,143.91,431.73,Canada,Credit Card,Completed,2026-06-13 03:38:21
ORD-109688,CUST-10132,PROD-1081,Coffee Maker,Home,1,47.33,47.33,United Kingdom,Credit Card,Completed,2026-06-13 05:03:24
ORD-108452,CUST-12088,PROD-1100,Hoodie,Apparel,1,176.94,176.94,Mexico,Debit Card,Processing,2026-06-13 07:34:10
ORD-104846,CUST-10871,PROD-1003,SQL Mastery,Books,1,44.73,44.73,Brazil,PayPal,Completed,2026-06-13 08:09:54
ORD-109814,CUST-10674,PROD-1073,Cloud Computing Basics,Books,1,17.3,17.3,Spain,Debit Card,Completed,2026-06-13 08:30:05
ORD-108986,CUST-10612,PROD-1032,Coffee Maker,Home,1,230.91,230.91,Canada,Credit Card,Processing,2026-06-13 09:45:24
ORD-103595,CUST-10142,PROD-1124,Hoodie,Apparel,1,31.69,31.69,United States,Bank Transfer,Cancelled,2026-06-13 10:04:37
ORD-107890,CUST-11487,PROD-1097,USB-C Hub,Electronics,4,741.37,2965.48,Canada,PayPal,Completed,2026-06-13 10:08:13
ORD-108941,CUST-10029,PROD-1131,Desk Lamp,Home,1,146.22,146.22,United States,Credit Card,Cancelled,2026-06-13 10:16:10
ORD-109669,CUST-11135,PROD-1140,Training Gloves,Sports,1,42,42,United States,Debit Card,Completed,2026-06-13 12:50:25
ORD-108261,CUST-11818,PROD-1143,Smart Watch,Electronics,1,816.08,816.08,Australia,Bank Transfer,Cancelled,2026-06-13 14:11:22
ORD-103679,CUST-11033,PROD-1105,Vacuum Cleaner,Home,3,430.77,1292.31,Mexico,PayPal,Completed,2026-06-13 15:09:06
ORD-102016,CUST-12118,PROD-1030,Kitchen Scale,Home,1,276.8,276.8,United States,Credit Card,Shipped,2026-06-13 15:45:37
ORD-102461,CUST-10080,PROD-1120,Kafka in Action,Books,3,77.53,232.59,Mexico,Credit Card,Completed,2026-06-13 15:48:25
ORD-106530,CUST-10571,PROD-1033,Jeans,Apparel,1,71.88,71.88,Australia,Debit Card,Shipped,2026-06-13 16:05:49
ORD-105726,CUST-10414,PROD-1024,Smart Watch,Electronics,1,161.04,161.04,Australia,Credit Card,Completed,2026-06-13 16:49:58
ORD-106314,CUST-11200,PROD-1038,Bluetooth Speaker,Electronics,2,39.92,79.84,Mexico,PayPal,Completed,2026-06-13 17:03:58
ORD-103210,CUST-11286,PROD-1150,Bluetooth Speaker,Electronics,3,303.46,910.38,United States,Debit Card,Completed,2026-06-13 17:20:15
ORD-104652,CUST-10020,PROD-1043,Air Fryer,Home,2,115.03,230.06,Canada,Debit Card,Completed,2026-06-13 17:29:02
ORD-107748,CUST-11352,PROD-1094,Kitchen Scale,Home,1,139.05,139.05,Australia,Credit Card,Processing,2026-06-13 18:35:33
ORD-105042,CUST-11249,PROD-1038,Bluetooth Speaker,Electronics,2,211.96,423.92,Brazil,Debit Card,Cancelled,2026-06-13 18:52:58
ORD-104473,CUST-12379,PROD-1017,Coffee Maker,Home,1,370.05,370.05,Australia,Debit Card,Shipped,2026-06-13 19:04:15
ORD-101377,CUST-11896,PROD-1148,Running Shoes,Apparel,2,66.51,133.02,Germany,Credit Card,Completed,2026-06-13 19:24:54
ORD-107445,CUST-12112,PROD-1040,Dumbbell Set,Sports,2,74.94,149.88,United States,Credit Card,Completed,2026-06-13 19:29:55
ORD-107691,CUST-12457,PROD-1101,Python Handbook,Books,1,25.23,25.23,United States,Debit Card,Shipped,2026-06-13 19:35:15
ORD-105606,CUST-12293,PROD-1084,Training Gloves,Sports,1,148.83,148.83,Canada,Debit Card,Completed,2026-06-13 20:50:11
ORD-108201,CUST-11772,PROD-1083,Coffee Maker,Home,1,223.9,223.9,United Kingdom,PayPal,Completed,2026-06-13 20:54:34
ORD-102830,CUST-10275,PROD-1033,Air Fryer,Home,2,446.88,893.76,Canada,Debit Card,Shipped,2026-06-13 21:21:16
ORD-101838,CUST-12163,PROD-1140,Data Engineering Guide,Books,1,73.15,73.15,Mexico,Bank Transfer,Shipped,2026-06-13 21:34:21
ORD-103403,CUST-10086,PROD-1033,Vacuum Cleaner,Home,2,404.69,809.38,Mexico,Credit Card,Completed,2026-06-13 23:12:39
ORD-100704,CUST-10134,PROD-1091,Smart Watch,Electronics,1,597.98,597.98,Mexico,Credit Card,Completed,2026-06-13 23:15:25
ORD-108631,CUST-12421,PROD-1067,USB-C Hub,Electronics,1,482.82,482.82,Canada,Bank Transfer,Shipped,2026-06-14 00:02:27
ORD-109301,CUST-11096,PROD-1123,Coffee Maker,Home,1,239.1,239.1,United States,Credit Card,Completed,2026-06-14 00:39:57
ORD-103157,CUST-10386,PROD-1134,Wireless Headphones,Electronics,1,298.92,298.92,United States,Digital Wallet,Completed,2026-06-14 01:14:20
ORD-104139,CUST-10578,PROD-1063,T-Shirt,Apparel,3,66.85,200.55,United Kingdom,Credit Card,Completed,2026-06-14 01:24:03
ORD-100638,CUST-12155,PROD-1023,Smart Watch,Electronics,1,832.32,832.32,Canada,Credit Card,Completed,2026-06-14 02:38:55
ORD-106689,CUST-10840,PROD-1139,Mechanical Keyboard,Electronics,1,293.57,293.57,United States,Digital Wallet,Shipped,2026-06-14 03:42:05
ORD-104360,CUST-11790,PROD-1029,Wireless Headphones,Electronics,1,426.95,426.95,United States,Bank Transfer,Completed,2026-06-14 04:49:14
ORD-102025,CUST-11742,PROD-1071,Smart Watch,Electronics,1,798.23,798.23,United States,Debit Card,Completed,2026-06-14 05:03:12
ORD-107927,CUST-10082,PROD-1114,Yoga Mat,Sports,1,12.03,12.03,Mexico,Debit Card,Cancelled,2026-06-14 05:50:08
ORD-107137,CUST-11694,PROD-1057,Running Shoes,Apparel,2,80.92,161.84,United States,Credit Card,Processing,2026-06-14 06:28:52
ORD-107096,CUST-10336,PROD-1004,Dumbbell Set,Sports,2,244.73,489.46,Brazil,Credit Card,Shipped,2026-06-14 06:52:24
ORD-105386,CUST-11410,PROD-1020,Coffee Maker,Home,1,183.39,183.39,United States,PayPal,Completed,2026-06-14 06:59:06
ORD-105524,CUST-10598,PROD-1098,Jacket,Apparel,1,116.57,116.57,Mexico,Digital Wallet,Completed,2026-06-14 07:12:09
ORD-105414,CUST-11264,PROD-1029,Wireless Headphones,Electronics,1,221.55,221.55,Canada,Credit Card,Cancelled,2026-06-14 08:03:26
ORD-103937,CUST-11093,PROD-1004,Mechanical Keyboard,Electronics,5,865.45,4327.25,Canada,Bank Transfer,Completed,2026-06-14 08:18:57
ORD-104062,CUST-12014,PROD-1025,Training Gloves,Sports,2,251.08,502.16,Mexico,PayPal,Completed,2026-06-14 09:01:50
ORD-105056,CUST-10353,PROD-1055,Vacuum Cleaner,Home,2,381.52,763.04,Germany,Credit Card,Processing,2026-06-14 09:05:07
ORD-103607,CUST-11191,PROD-1067,Vacuum Cleaner,Home,1,300.19,300.19,Germany,Credit Card,Completed,2026-06-14 09:55:34
ORD-109079,CUST-12367,PROD-1050,Mechanical Keyboard,Electronics,1,376.53,376.53,Mexico,Digital Wallet,Completed,2026-06-14 10:29:28
ORD-105401,CUST-11072,PROD-1126,Cloud Computing Basics,Books,1,51.61,51.61,Germany,Debit Card,Completed,2026-06-14 10:37:31
